Column1;Daerah;Negara;Emisi;Tipe;Segmen;Alasan;Tahun
374;Africa;Tanzania;2,72987E+15;Energy;Onshore gas;Vented;2022
375;Africa;Tanzania;1,8E+15;Energy;Other from coal;All;2022
376;Africa;Tanzania;1,73615E+16;Energy;Other from oil and gas;All;2022
377;Africa;Tanzania;2,0339E+15;Energy;Total;All;2022
378;Africa;Tanzania;1,2251E+16;Other;Total;All;2019-2021
379;Africa;Tanzania;2,27553E+14;Waste;Total;All;2019-2021
380;Africa;Togo;5,07359E+15;Agriculture;Total;All;2019-2021
381;Africa;Togo;1,8756E+16;Energy;Bioenergy;All;2022
382;Africa;Togo;1,02075E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
383;Africa;Togo;5,44266E+14;Energy;Gas pipelines and LNG facilities;Vented;2022
384;Africa;Togo;3,13089E+15;Energy;Other from oil and gas;All;2022
385;Africa;Togo;1,92256E+14;Energy;Total;All;2022
386;Africa;Togo;9,78065E+14;Other;Total;All;2019-2021
387;Africa;Togo;3,79046E+15;Waste;Total;All;2019-2021
388;Africa;Tunisia;9,77225E+15;Agriculture;Total;All;2019-2021
389;Africa;Tunisia;1,0128E+16;Energy;Bioenergy;All;2022
390;Africa;Tunisia;1,20413E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
391;Africa;Tunisia;6,42042E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
392;Africa;Tunisia;1,03798E+16;Energy;Offshore gas;Fugitive;2022
393;Africa;Tunisia;2,25221E+16;Energy;Offshore gas;Vented;2022
394;Africa;Tunisia;5,63807E+15;Energy;Offshore oil;Flared;2022
395;Africa;Tunisia;5,80698E+15;Energy;Offshore oil;Fugitive;2022
396;Africa;Tunisia;7,86735E+15;Energy;Offshore oil;Vented;2022
397;Africa;Tunisia;1,8111E+15;Energy;Onshore gas;Fugitive;2022
398;Africa;Tunisia;3,92971E+15;Energy;Onshore gas;Vented;2022
399;Africa;Tunisia;9,01237E+15;Energy;Onshore oil;Flared;2022
400;Africa;Tunisia;9,9436E+15;Energy;Onshore oil;Fugitive;2022
401;Africa;Tunisia;1,34717E+16;Energy;Onshore oil;Vented;2022
402;Africa;Tunisia;2,04896E+15;Energy;Other from oil and gas;All;2022
403;Africa;Tunisia;7,72342E+15;Energy;Total;All;2022
404;Africa;Tunisia;4,22064E+15;Other;Total;All;2019-2021
405;Africa;Tunisia;1,08247E+15;Waste;Total;All;2019-2021
406;Asia Pacific;Australia;2,45046E+15;Agriculture;Total;All;2019-2021
407;Asia Pacific;Australia;1,7768E+15;Energy;Bioenergy;All;2022
408;Asia Pacific;Australia;8,88134E+15;Energy;Coking coal;All;2022
409;Asia Pacific;Australia;4,04966E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
410;Asia Pacific;Australia;2,15928E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
411;Asia Pacific;Australia;7,01089E+15;Energy;Offshore gas;Fugitive;2022
412;Asia Pacific;Australia;1,52122E+15;Energy;Offshore gas;Vented;2022
413;Asia Pacific;Australia;9,66749E+15;Energy;Offshore oil;Flared;2022
414;Asia Pacific;Australia;1,18814E+15;Energy;Offshore oil;Fugitive;2022
415;Asia Pacific;Australia;1,60971E+15;Energy;Offshore oil;Vented;2022
416;Asia Pacific;Australia;4,51234E+14;Energy;Onshore gas;Fugitive;2022
417;Asia Pacific;Australia;9,79083E+14;Energy;Onshore gas;Vented;2022
418;Asia Pacific;Australia;1,39681E+16;Energy;Onshore oil;Flared;2022
419;Asia Pacific;Australia;3,10922E+15;Energy;Onshore oil;Fugitive;2022
420;Asia Pacific;Australia;4,21241E+15;Energy;Onshore oil;Vented;2022
421;Asia Pacific;Australia;7,86244E+14;Energy;Other from coal;All;2022
422;Asia Pacific;Australia;2,41843E+15;Energy;Other from oil and gas;All;2022
423;Asia Pacific;Australia;3,3E+15;Energy;Satellite-detected large oil and gas emissions;All;2022
424;Asia Pacific;Australia;7,77484E+15;Energy;Steam coal;All;2022
425;Asia Pacific;Australia;2,23224E+14;Energy;Total;All;2022
426;Asia Pacific;Australia;2,41804E+15;Other;Total;All;2019-2021
427;Asia Pacific;Australia;6,19049E+15;Waste;Total;All;2019-2021
428;Asia Pacific;Bangladesh;2410234375;Agriculture;Total;All;2019-2021
429;Asia Pacific;Bangladesh;9,8324E+14;Energy;Bioenergy;All;2022
430;Asia Pacific;Bangladesh;6,46004E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
431;Asia Pacific;Bangladesh;3,4445E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
432;Asia Pacific;Bangladesh;3,97145E+16;Energy;Onshore gas;Fugitive;2022
433;Asia Pacific;Bangladesh;8,61722E+15;Energy;Onshore gas;Vented;2022
434;Asia Pacific;Bangladesh;5,41419E+15;Energy;Onshore oil;Flared;2022
435;Asia Pacific;Bangladesh;1,87525E+15;Energy;Onshore oil;Fugitive;2022
436;Asia Pacific;Bangladesh;2,5406E+15;Energy;Onshore oil;Vented;2022
437;Asia Pacific;Bangladesh;7,12E+15;Energy;Other from coal;All;2022
438;Asia Pacific;Bangladesh;7,09819E+15;Energy;Other from oil and gas;All;2022
439;Asia Pacific;Bangladesh;3,34336E+15;Energy;Total;All;2022
440;Asia Pacific;Bangladesh;5,43689E+15;Other;Total;All;2019-2021
441;Asia Pacific;Bangladesh;8,25302E+13;Waste;Total;All;2019-2021
442;Asia Pacific;Brunei;8,41234E+15;Agriculture;Total;All;2019-2021
443;Asia Pacific;Brunei;3,9833E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
444;Asia Pacific;Brunei;2,1239E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
445;Asia Pacific;Brunei;5,47821E+15;Energy;Offshore gas;Fugitive;2022
446;Asia Pacific;Brunei;1,18866E+15;Energy;Offshore gas;Vented;2022
447;Asia Pacific;Brunei;2,37046E+15;Energy;Offshore oil;Flared;2022
448;Asia Pacific;Brunei;7,93452E+15;Energy;Offshore oil;Fugitive;2022
449;Asia Pacific;Brunei;1,07498E+16;Energy;Offshore oil;Vented;2022
450;Asia Pacific;Brunei;3,53068E+15;Energy;Onshore gas;Fugitive;2022
451;Asia Pacific;Brunei;7,66084E+15;Energy;Onshore gas;Vented;2022
452;Asia Pacific;Brunei;4,98951E+15;Energy;Onshore oil;Flared;2022
453;Asia Pacific;Brunei;2,72164E+14;Energy;Onshore oil;Fugitive;2022
454;Asia Pacific;Brunei;3,68731E+15;Energy;Onshore oil;Vented;2022
455;Asia Pacific;Brunei;2,4E+14;Energy;Other from coal;All;2022
456;Asia Pacific;Brunei;5,19995E+15;Energy;Other from oil and gas;All;2022
457;Asia Pacific;Brunei;4,35073E+15;Energy;Total;All;2022
458;Asia Pacific;Brunei;2,18232E+15;Other;Total;All;2019-2021
459;Asia Pacific;Brunei;9,67628E+15;Waste;Total;All;2019-2021
460;Asia Pacific;China;1,85019E+11;Agriculture;Total;All;2019-2021
461;Asia Pacific;China;9,842E+15;Energy;Bioenergy;All;2022
462;Asia Pacific;China;5,41877E+14;Energy;Coking coal;All;2022
463;Asia Pacific;China;5,5212E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
464;Asia Pacific;China;2,94391E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
465;Asia Pacific;China;1,69111E+16;Energy;Offshore gas;Fugitive;2022
466;Asia Pacific;China;3,66937E+15;Energy;Offshore gas;Vented;2022
467;Asia Pacific;China;1,58428E+15;Energy;Offshore oil;Flared;2022
468;Asia Pacific;China;1,8197E+15;Energy;Offshore oil;Fugitive;2022
469;Asia Pacific;China;2,46535E+16;Energy;Offshore oil;Vented;2022
470;Asia Pacific;China;2,54276E+15;Energy;Onshore gas;Fugitive;2022
471;Asia Pacific;China;5,51726E+15;Energy;Onshore gas;Vented;2022
472;Asia Pacific;China;5,2604E+16;Energy;Onshore oil;Flared;2022
473;Asia Pacific;China;6,47952E+15;Energy;Onshore oil;Fugitive;2022
474;Asia Pacific;China;8,77851E+15;Energy;Onshore oil;Vented;2022
475;Asia Pacific;China;8,01609E+15;Energy;Other from coal;All;2022
476;Asia Pacific;China;3,76701E+13;Energy;Other from oil and gas;All;2022
477;Asia Pacific;China;148090;Energy;Steam coal;All;2022
478;Asia Pacific;China;2,53722E+12;Energy;Total;All;2022
479;Asia Pacific;China;1,37787E+16;Other;Total;All;2019-2021
480;Asia Pacific;China;1,04241E+14;Waste;Total;All;2019-2021
481;Asia Pacific;India;1,83585E+13;Agriculture;Total;All;2019-2021
482;Asia Pacific;India;1,37884E+15;Energy;Bioenergy;All;2022
483;Asia Pacific;India;8,90186E+15;Energy;Coking coal;All;2022
484;Asia Pacific;India;1,91925E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
485;Asia Pacific;India;1,02334E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
486;Asia Pacific;India;4,36274E+15;Energy;Offshore gas;Fugitive;2022
487;Asia Pacific;India;9,46623E+15;Energy;Offshore gas;Vented;2022
488;Asia Pacific;India;3,6682E+15;Energy;Offshore oil;Flared;2022
489;Asia Pacific;India;1,27158E+16;Energy;Offshore oil;Fugitive;2022
490;Asia Pacific;India;1,72275E+16;Energy;Offshore oil;Vented;2022
491;Asia Pacific;India;1,54097E+16;Energy;Onshore gas;Fugitive;2022
492;Asia Pacific;India;3,34358E+15;Energy;Onshore gas;Vented;2022
493;Asia Pacific;India;3,58123E+15;Energy;Onshore oil;Flared;2022
494;Asia Pacific;India;1,43474E+16;Energy;Onshore oil;Fugitive;2022
495;Asia Pacific;India;1,9438E+15;Energy;Onshore oil;Vented;2022
496;Asia Pacific;India;1,03206E+15;Energy;Other from coal;All;2022
497;Asia Pacific;India;8,8381E+15;Energy;Other from oil and gas;All;2022
498;Asia Pacific;India;1,13E+16;Energy;Satellite-detected large oil and gas emissions;All;2022
499;Asia Pacific;India;2,56688E+13;Energy;Steam coal;All;2022
500;Asia Pacific;India;5,18524E+12;Energy;Total;All;2022
501;Asia Pacific;India;5,71257E+15;Other;Total;All;2019-2021
502;Asia Pacific;India;5,55176E+13;Waste;Total;All;2019-2021
503;Asia Pacific;Indonesia;3,51834E+15;Agriculture;Total;All;2019-2021
504;Asia Pacific;Indonesia;1,85176E+16;Energy;Bioenergy;All;2022
505;Asia Pacific;Indonesia;1,12915E+16;Energy;Coking coal;All;2022
506;Asia Pacific;Indonesia;1,13218E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
507;Asia Pacific;Indonesia;6,03679E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
508;Asia Pacific;Indonesia;6,27306E+15;Energy;Offshore gas;Fugitive;2022
509;Asia Pacific;Indonesia;1,36112E+16;Energy;Offshore gas;Vented;2022
510;Asia Pacific;Indonesia;8,88348E+15;Energy;Offshore oil;Flared;2022
511;Asia Pacific;Indonesia;3,32049E+15;Energy;Offshore oil;Fugitive;2022
512;Asia Pacific;Indonesia;4,49863E+15;Energy;Offshore oil;Vented;2022
513;Asia Pacific;Indonesia;4,56472E+15;Energy;Onshore gas;Fugitive;2022
514;Asia Pacific;Indonesia;9,90449E+14;Energy;Onshore gas;Vented;2022
515;Asia Pacific;Indonesia;4,98581E+15;Energy;Onshore oil;Flared;2022
516;Asia Pacific;Indonesia;2,00715E+15;Energy;Onshore oil;Fugitive;2022
517;Asia Pacific;Indonesia;2,71931E+15;Energy;Onshore oil;Vented;2022
518;Asia Pacific;Indonesia;1,0448E+16;Energy;Other from coal;All;2022
519;Asia Pacific;Indonesia;4,26388E+15;Energy;Other from oil and gas;All;2022
520;Asia Pacific;Indonesia;3,81302E+14;Energy;Steam coal;All;2022
521;Asia Pacific;Indonesia;5,08037E+12;Energy;Total;All;2022
522;Asia Pacific;Indonesia;1,15645E+16;Other;Total;All;2019-2021
523;Asia Pacific;Indonesia;4,56894E+13;Waste;Total;All;2019-2021
524;Asia Pacific;Japan;9,91649E+15;Agriculture;Total;All;2019-2021
525;Asia Pacific;Japan;2,962E+14;Energy;Bioenergy;All;2022
526;Asia Pacific;Japan;1,0149E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
527;Asia Pacific;Japan;5,41144E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
528;Asia Pacific;Japan;1,30932E+15;Energy;Offshore gas;Fugitive;2022
529;Asia Pacific;Japan;2,84094E+15;Energy;Offshore gas;Vented;2022
530;Asia Pacific;Japan;1,01673E+14;Energy;Offshore oil;Fugitive;2022
531;Asia Pacific;Japan;1,37748E+15;Energy;Offshore oil;Vented;2022
532;Asia Pacific;Japan;3,2558E+15;Energy;Onshore gas;Fugitive;2022
533;Asia Pacific;Japan;7,06441E+15;Energy;Onshore gas;Vented;2022
534;Asia Pacific;Japan;1,20028E+15;Energy;Onshore oil;Fugitive;2022
535;Asia Pacific;Japan;1,62615E+16;Energy;Onshore oil;Vented;2022
536;Asia Pacific;Japan;7,624E+15;Energy;Other from coal;All;2022
537;Asia Pacific;Japan;7,42051E+15;Energy;Other from oil and gas;All;2022
538;Asia Pacific;Japan;3,61746E+15;Energy;Steam coal;All;2022
539;Asia Pacific;Japan;2,833E+15;Energy;Total;All;2022
540;Asia Pacific;Japan;2,19179E+15;Other;Total;All;2019-2021
541;Asia Pacific;Japan;2,43301E+16;Waste;Total;All;2019-2021
542;Asia Pacific;Korea;5,08442E+15;Agriculture;Total;All;2019-2021
543;Asia Pacific;Korea;7,668E+15;Energy;Bioenergy;All;2022
544;Asia Pacific;Korea;7,21024E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
545;Asia Pacific;Korea;3,8445E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
546;Asia Pacific;Korea;4,17192E+14;Energy;Onshore gas;Fugitive;2022
547;Asia Pacific;Korea;9,05219E+13;Energy;Onshore gas;Vented;2022
548;Asia Pacific;Korea;7,64E+15;Energy;Other from coal;All;2022
549;Asia Pacific;Korea;4,18469E+16;Energy;Other from oil and gas;All;2022
550;Asia Pacific;Korea;3,24921E+15;Energy;Steam coal;All;2022
551;Asia Pacific;Korea;2,00327E+15;Energy;Total;All;2022
552;Asia Pacific;Korea;2,85928E+15;Other;Total;All;2019-2021
553;Asia Pacific;Korea;5272578125;Waste;Total;All;2019-2021
554;Asia Pacific;Malaysia;1,8905E+15;Agriculture;Total;All;2019-2021
555;Asia Pacific;Malaysia;1,004E+15;Energy;Bioenergy;All;2022
556;Asia Pacific;Malaysia;4,79927E+14;Energy;Gas pipelines and LNG facilities;Fugitive;2022
557;Asia Pacific;Malaysia;2,55897E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
558;Asia Pacific;Malaysia;5,90771E+15;Energy;Offshore gas;Fugitive;2022
559;Asia Pacific;Malaysia;1,28185E+16;Energy;Offshore gas;Vented;2022
560;Asia Pacific;Malaysia;4,40001E+16;Energy;Offshore oil;Flared;2022
561;Asia Pacific;Malaysia;7,0196E+15;Energy;Offshore oil;Fugitive;2022
562;Asia Pacific;Malaysia;9,51023E+15;Energy;Offshore oil;Vented;2022
563;Asia Pacific;Malaysia;7,75362E+15;Energy;Onshore oil;Flared;2022
564;Asia Pacific;Malaysia;2,49771E+15;Energy;Onshore oil;Fugitive;2022
565;Asia Pacific;Malaysia;3,38392E+15;Energy;Onshore oil;Vented;2022
566;Asia Pacific;Malaysia;1,584E+16;Energy;Other from coal;All;2022
567;Asia Pacific;Malaysia;2,0376E+15;Energy;Other from oil and gas;All;2022
568;Asia Pacific;Malaysia;4,74021E+15;Energy;Total;All;2022
569;Asia Pacific;Malaysia;2,77066E+14;Other;Total;All;2019-2021
570;Asia Pacific;Malaysia;8,93911E+15;Waste;Total;All;2019-2021
571;Asia Pacific;Mongolia;5,49243E+15;Agriculture;Total;All;2019-2021
572;Asia Pacific;Mongolia;1,116E+15;Energy;Bioenergy;All;2022
573;Asia Pacific;Mongolia;1,57656E+14;Energy;Coking coal;All;2022
574;Asia Pacific;Mongolia;1,0603E+15;Energy;Other from coal;All;2022
575;Asia Pacific;Mongolia;9,32E+15;Energy;Other from oil and gas;All;2022
576;Asia Pacific;Mongolia;4,65452E+15;Energy;Steam coal;All;2022
577;Asia Pacific;Mongolia;2,16852E+15;Energy;Total;All;2022
578;Asia Pacific;Mongolia;6,77066E+14;Other;Total;All;2019-2021
579;Asia Pacific;Mongolia;1,66609E+15;Waste;Total;All;2019-2021
580;Asia Pacific;New Zealand;1,156E+16;Agriculture;Total;All;2019-2021
581;Asia Pacific;New Zealand;3,504E+15;Energy;Bioenergy;All;2022
582;Asia Pacific;New Zealand;4,80138E+15;Energy;Coking coal;All;2022
583;Asia Pacific;New Zealand;5,27571E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
584;Asia Pacific;New Zealand;2,81301E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
585;Asia Pacific;New Zealand;2,36599E+15;Energy;Offshore gas;Fugitive;2022
586;Asia Pacific;New Zealand;5,13371E+15;Energy;Offshore gas;Vented;2022
587;Asia Pacific;New Zealand;6,28839E+14;Energy;Offshore oil;Flared;2022
588;Asia Pacific;New Zealand;6,44328E+14;Energy;Offshore oil;Fugitive;2022
589;Asia Pacific;New Zealand;8,72942E+15;Energy;Offshore oil;Vented;2022
590;Asia Pacific;New Zealand;1,15867E+16;Energy;Onshore gas;Fugitive;2022
591;Asia Pacific;New Zealand;2,51408E+15;Energy;Onshore gas;Vented;2022
592;Asia Pacific;New Zealand;9,37662E+14;Energy;Onshore oil;Flared;2022
593;Asia Pacific;New Zealand;1,70244E+15;Energy;Onshore oil;Fugitive;2022
594;Asia Pacific;New Zealand;2,30649E+15;Energy;Onshore oil;Vented;2022
595;Asia Pacific;New Zealand;1,26712E+16;Energy;Other from coal;All;2022
596;Asia Pacific;New Zealand;4,21155E+15;Energy;Other from oil and gas;All;2022
597;Asia Pacific;New Zealand;7,1817E+15;Energy;Steam coal;All;2022
598;Asia Pacific;New Zealand;3,73341E+15;Energy;Total;All;2022
599;Asia Pacific;New Zealand;8,05516E+15;Other;Total;All;2019-2021
600;Asia Pacific;New Zealand;1,65262E+15;Waste;Total;All;2019-2021
601;Asia Pacific;Other countries in Southeast Asia;3,30029E+15;Agriculture;Total;All;2019-2021
602;Asia Pacific;Other countries in Southeast Asia;1,7384E+16;Energy;Bioenergy;All;2022
603;Asia Pacific;Other countries in Southeast Asia;3,41889E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
604;Asia Pacific;Other countries in Southeast Asia;1,82296E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
605;Asia Pacific;Other countries in Southeast Asia;2,94003E+16;Energy;Offshore gas;Fugitive;2022
606;Asia Pacific;Other countries in Southeast Asia;6,37926E+16;Energy;Offshore gas;Vented;2022
607;Asia Pacific;Other countries in Southeast Asia;6,40965E+15;Energy;Onshore gas;Fugitive;2022
608;Asia Pacific;Other countries in Southeast Asia;1,39076E+16;Energy;Onshore gas;Vented;2022
609;Asia Pacific;Other countries in Southeast Asia;4,14895E+15;Energy;Onshore oil;Flared;2022
610;Asia Pacific;Other countries in Southeast Asia;2,8033E+15;Energy;Onshore oil;Fugitive;2022
611;Asia Pacific;Other countries in Southeast Asia;3,79794E+15;Energy;Onshore oil;Vented;2022
612;Asia Pacific;Other countries in Southeast Asia;1,22158E+16;Energy;Other from coal;All;2022
613;Asia Pacific;Other countries in Southeast Asia;1,13741E+15;Energy;Other from oil and gas;All;2022
614;Asia Pacific;Other countries in Southeast Asia;1,77761E+16;Energy;Steam coal;All;2022
615;Asia Pacific;Other countries in Southeast Asia;5,27327E+15;Energy;Total;All;2022
616;Asia Pacific;Other countries in Southeast Asia;1,49169E+16;Other;Total;All;2019-2021
617;Asia Pacific;Other countries in Southeast Asia;4,36805E+15;Waste;Total;All;2019-2021
618;Asia Pacific;Pakistan;5,31946E+13;Agriculture;Total;All;2019-2021
619;Asia Pacific;Pakistan;4,1356E+16;Energy;Bioenergy;All;2022
620;Asia Pacific;Pakistan;1,24131E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
621;Asia Pacific;Pakistan;6,61867E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
622;Asia Pacific;Pakistan;6,8322E+14;Energy;Onshore gas;Fugitive;2022
623;Asia Pacific;Pakistan;1,48245E+15;Energy;Onshore gas;Vented;2022
624;Asia Pacific;Pakistan;1,28352E+16;Energy;Onshore oil;Flared;2022
625;Asia Pacific;Pakistan;4,19268E+16;Energy;Onshore oil;Fugitive;2022
626;Asia Pacific;Pakistan;5,68029E+15;Energy;Onshore oil;Vented;2022
627;Asia Pacific;Pakistan;3,184E+15;Energy;Other from coal;All;2022
628;Asia Pacific;Pakistan;1,95399E+16;Energy;Other from oil and gas;All;2022
629;Asia Pacific;Pakistan;3,4E+15;Energy;Satellite-detected large oil and gas emissions;All;2022
630;Asia Pacific;Pakistan;9,20399E+15;Energy;Total;All;2022
631;Asia Pacific;Pakistan;1,56037E+16;Other;Total;All;2019-2021
632;Asia Pacific;Pakistan;8,54336E+15;Waste;Total;All;2019-2021
633;Asia Pacific;Philippines;1,71485E+15;Agriculture;Total;All;2019-2021
634;Asia Pacific;Philippines;7,388E+15;Energy;Bioenergy;All;2022
635;Asia Pacific;Philippines;6,85699E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
636;Asia Pacific;Philippines;3,65615E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
637;Asia Pacific;Philippines;4,89137E+15;Energy;Offshore gas;Fugitive;2022
638;Asia Pacific;Philippines;1,06133E+16;Energy;Offshore gas;Vented;2022
639;Asia Pacific;Philippines;8,70975E+14;Energy;Offshore oil;Flared;2022
640;Asia Pacific;Philippines;3,95996E+14;Energy;Offshore oil;Fugitive;2022
641;Asia Pacific;Philippines;5,365E+15;Energy;Offshore oil;Vented;2022
642;Asia Pacific;Philippines;4,39119E+15;Energy;Onshore oil;Flared;2022
643;Asia Pacific;Philippines;3,94348E+14;Energy;Onshore oil;Fugitive;2022
644;Asia Pacific;Philippines;5,34267E+14;Energy;Onshore oil;Vented;2022
645;Asia Pacific;Philippines;1,284E+15;Energy;Other from coal;All;2022
646;Asia Pacific;Philippines;8,41317E+15;Energy;Other from oil and gas;All;2022
647;Asia Pacific;Philippines;1,16434E+16;Energy;Total;All;2022
648;Asia Pacific;Philippines;5,22336E+15;Other;Total;All;2019-2021
649;Asia Pacific;Philippines;6,49792E+13;Waste;Total;All;2019-2021
650;Asia Pacific;Thailand;2,07893E+15;Agriculture;Total;All;2019-2021
651;Asia Pacific;Thailand;5,202E+15;Energy;Bioenergy;All;2022
652;Asia Pacific;Thailand;1,19299E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
653;Asia Pacific;Thailand;6,36102E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
654;Asia Pacific;Thailand;3,99074E+15;Energy;Offshore gas;Fugitive;2022
655;Asia Pacific;Thailand;8,65908E+14;Energy;Offshore gas;Vented;2022
656;Asia Pacific;Thailand;3,35121E+15;Energy;Offshore oil;Flared;2022
657;Asia Pacific;Thailand;1,73209E+16;Energy;Offshore oil;Fugitive;2022
